sheet,row,column,value,char_count,codepoints
Sheet1,18,구분,[일반원칙] 동일성분 의약품 중복처방 관리에 관한 기준,22,U+AD00×2;U+AE30×1;U+B3D9×1;U+B9AC×1;U+BC18×1;U+BC29×1;U+BCF5×1;U+BD84×1;U+C131×1;U+C57D×1;U+C5D0×1;U+C6D0×1;U+C758×1;U+C77C×2;U+C900×1;U+C911×1;U+CC98×1;U+CE59×1;U+D488×1;U+D55C×1
Sheet1,18,세부인정기준 및 방법,"동일 요양기관에서 같은 환자에게 6개월 동안 동일성분 의약품의 투약일수가 214일을 초과하여 처방하는 경우 요양급여를 인정하지 아니하나, 아래에 해당하는 경우에는 예외로 인정함.- 아 래 - 가. 환자가 장기출장이나 여행으로 인하여 의약품이 소진 되기 전 처방을 받아야 하는 경우 나. 의약품 부작용, 용량 조절 등으로 약제 변경이 불가피 하거나, 파우더 형태의 조제 등으로 인하여 기존 처방 의약품 중 특정 성분만을 구분하여 별도 처방할 수 없는 경우 다. 항암제 투여 중인 환자이거나, 소아환자로서 구토로 인해 약 복용 중 약제가 소실된 경우 등 환자의 귀책사유 없이 약제가 소실·변질된 경우 ※ ""동일성분 의약품""이라 함은 국민건강보험법 시행령 제24조 제3항 및 '국민건강보험 요양급여의 기준에 관한 규칙' 제8조제2항 에 의한 '약제급여목록 및 급여 상한금액표'상의 주성분코드를 기준으로, 1~4째 자리(주성분 일련번호)와 7째 자리 (투여경로)가 동일한 의약품을 말함. (예) 123101ATB, 123102ATB, 123102ATR, 123104ATR은 모두 동일 성분 의약품에 해당됨. (고시 제2013-127호, '13.9.1.)",360,U+00B7×1;U+203B×1;U+AC00×7;U+AC15×2;U+AC19×1;U+AC1C×1;U+AC70×2;U+AC74×2;U+AC8C×1;U+ACBD×8;U+ACE0×1;U+ACFC×1;U+AD00×2;U+AD6C×2;U+AD6D×2;U+ADC0×1;U+ADDC×1;U+AE08×1;U+AE09×4;U+AE30×6;U+B098×5;U+B294×5;U+B2C8×1;U+B2E4×1;U+B2F9×2;U+B354×1;U+B3C4×1;U+B3D9×6;U+B418×1;U+B41C×2;U+B428×1;U+B450×1;U+B4DC×1;U+B4F1×3;U+B77C×1;U+B798×2;U+B7C9×1;U+B828×1;U+B839×1;U+B85C×8;U+B85D×1;U+B97C×2;U+B9AC×2;U+B9CC×1;U+B9D0×1;U+BAA8×1;U+BAA9×1;U+BBFC×2;U+BC0F×2;U+BC1B×1;U+BC29×4;U+BC88×1;U+BC95×1;U+BCC0×2;U+BCC4×1;U+BCF4×2;U+BCF5×1;U+BD80×1;U+BD84×7;U+BD88×1;U+C0AC×1;U+C0C1×2;U+C11C×2;U+C131×6;U+C18C×4;U+C218×2;U+C2DC×2;U+C2E4×2;U+C544×5;U+C548×1;U+C554×1;U+C561×1;U+C57C×1;U+C57D×13;U+C591×3;U+C5C6×2;U+C5D0×7;U+C5EC×11;U+C608×2;U+C640×1;U+C678×1;U+C694×3;U+C6A9×3;U+C6B0×7;U+C6D4×1;U+C720×1;U+C73C×4;U+C740×3;U+C744×4;U+C758×13;U+C774×6;U+C778×6;U+C77C×8;U+C790×7;U+C791×1;U+C7A5×2;U+C804×1;U+C808×1;U+C815×3;U+C81C×11;U+C870×4;U+C874×1;U+C8FC×2;U+C900×2;U+C911×3;U+C9C0×1;U+C9C4×1;U+C9C8×1;U+C9F8×2;U+CC45×1;U+CC98×4;U+CD08×1;U+CD9C×1;U+CE59×1;U+CF54×1;U+D0DC×1;U+D1A0×1;U+D22C×3;U+D2B9×1;U+D30C×1;U+D45C×1;U+D488×7;U+D53C×1;U+D558×10;U+D55C×4;U+D560×1;U+D568×3;U+D56D×3;U+D574×3;U+D589×2;U+D5D8×2;U+D615×1;U+D638×2;U+D658×5
Sheet1,19,구분,[일반원칙] 마약성 진통제,10,U+B9C8×1;U+BC18×1;U+C131×1;U+C57D×1;U+C6D0×1;U+C77C×1;U+C81C×1;U+C9C4×1;U+CE59×1;U+D1B5×1
Sheet1,19,세부인정기준 및 방법,"허가사항 범위 내에서 아래와 같은 기준으로 투여 시 요양 급여를 인정함. - 아 래 - 가. 암성통증 「암환자에게 처방·투여하는 약제에 대한 요양급여의 적용기준 및 방법에 관한 세부사항」의 ""III. 암성통증 치료제"" 범위 내에서 인정 나. 비암성통증 1) 투여대상 가) 비스테로이드항염제(NSAIDs)의 환자별 최대용량 에도 반응하지 않는 심한 통증에 허가사항 범위내에서 투여함. 단, 일부약제는 허가사항 범위 내에서 다음 투여대상에 한하여 급여인정함. - 다 음 -

| 대상 약제 | 투여 대상 |
|-----------|-----------------------------------------------|
| Oxycodone 단일 및 복합 경구제 | 골관절염, 하부요통, 신경병성통증, 만성 췌장염 |
| Hydromorphone 서방형 경구제 | 골관절염, 하부요통 |
| Tapentadol | 골관절염, 하부요통, 신경병성통증 |
| Fentanyl 패취제 | 골관절염, 하부요통, 신경병성통증, 만성 췌장염 |

나) 수술 후 통증에 급여인정하되, 서방형제제 (Oxycodone 단일 및 복합제, Hydromorphone, Tapentadol, Fentanyl 패취제)는 인정하지 아니함. 2) 투여용량 다음 투여 용량을 초과하는 경우 약값 전액을 환자가 부담토록 함. - 다 음 -

| 대상 약제 | 투여 용량 |
|-----------|--------------------------------|
| Oxycodone 단일 및 복합 경구제 | Oxycodone으로 1일당 60mg |
| Hydromorphone | 1일당 24mg |
| Tapentadol | 1일당 300mg |
| Fentanyl 패취제 | 3일당 37.5ug/h |
| Morphine 경구제 | 1일당 90mg |

3) 투여기간 1회 처방당 최대 30일까지 인정하며, 속효성제제는 단기간 투여를 원칙으로 함. ※ 대상약제 · Oxycodone 단일 및 복합제, Hydromorphone 경구제, Tapentadol 경구제, Fentanyl 패취제, Morphine 경구제 (고시 제2017-153호, '17.9.1.)",422,U+00B7×2;U+203B×1;U+300C×1;U+300D×1;U+AC00×6;U+AC04×2;U+AC12×1;U+AC19×1;U+AC8C×1;U+ACBD×11;U+ACE0×1;U+ACE8×4;U+ACFC×1;U+AD00×5;U+AD6C×7;U+AE09×4;U+AE30×4;U+AE4C×1;U+B098×2;U+B0B4×4;U+B294×6;U+B2C8×1;U+B2E4×4;U+B2E8×6;U+B2F4×1;U+B2F9×6;U+B300×9;U+B3C4×1;U+B418×1;U+B4DC×1;U+B798×2;U+B7C9×4;U+B85C×4;U+B85D×1;U+B8CC×1;U+B97C×2;U+B9CC×2;U+BA70×1;U+BC0F×5;U+BC18×1;U+BC29×5;U+BC94×4;U+BC95×1;U+BCC4×1;U+BCD1×3;U+BCF5×4;U+BD80×7;U+BE44×2;U+C0AC×4;U+C0C1×6;U+C11C×6;U+C131×9;U+C138×1;U+C18D×1;U+C218×1;U+C220×1;U+C2A4×1;U+C2DC×2;U+C2E0×3;U+C2EC×1;U+C544×3;U+C54A×1;U+C554×4;U+C561×1;U+C57D×6;U+C591×2;U+C5D0×11;U+C5EC×16;U+C5FC×7;U+C640×1;U+C694×6;U+C6A9×5;U+C6B0×1;U+C6D0×1;U+C704×4;U+C73C×3;U+C740×1;U+C744×2;U+C74C×4;U+C751×1;U+C758×3;U+C774×1;U+C778×6;U+C77C×11;U+C790×3;U+C7A5×2;U+C801×1;U+C804×1;U+C808×4;U+C815×6;U+C81C×25;U+C900×2;U+C99D×8;U+C9C0×3;U+CC98×2;U+CD08×1;U+CD5C×2;U+CDCC×2;U+CDE8×4;U+CE58×1;U+CE59×1;U+D14C×1;U+D1A0×1;U+D1B5×12;U+D22C×11;U+D328×4;U+D558×11;U+D55C×4;U+D568×6;U+D569×4;U+D56D×5;U+D5C8×3;U+D615×2;U+D638×1;U+D658×3;U+D68C×1;U+D6A8×1;U+D6C4×1
Sheet1,20,구분,[일반원칙] 메르스 코로나바이러스 (MERS-CoV) 및 코로나바이러스 감염증-19 (COVID-19) 치료제,28,U+AC10×1;U+B098×2;U+B7EC×2;U+B85C×2;U+B8CC×1;U+B974×1;U+BA54×1;U+BC0F×1;U+BC14×2;U+BC18×1;U+C2A4×3;U+C5FC×1;U+C6D0×1;U+C774×2;U+C77C×1;U+C81C×1;U+C99D×1;U+CE58×1;U+CE59×1;U+CF54×2
Sheet1,20,세부인정기준 및 방법,"허가사항 범위를 초과하여 메르스(MERS) 및 코로나바이러스 감염증-19(COVID-19)에 아래와 같은 기준으로 투여 시 요양급여를 인정함. - 아 래 - 가. 메르스 코로나바이러스(MERS-CoV) 1) 투여대상 : 메르스 관련 증상이 있는 메르스 코로나 바이러스(MERS-CoV) 감염인 또는 감염이 의심되는 경우 2) 투여방법 : 대상약제의 병용 또는 단독투여 3) 투여기간 : 10~14일(단, 진료의가 필요하다고 판단한 경우 조정 가능) ※ 대상 약제 · interferon 제제(peg interferon 제제 포함) · ribavirin 제제(단독투여는 권고되지 않음) · lopinavir+ritonavir 제제 나. 코로나바이러스감염증-19(COVID-19) 1) 투여대상 : 코로나바이러스감염증-19가 확진된 환자 2) 투여방법: 대상약제의 병용 또는 단독투여 3) 투여기간: 7~14일 (단, 진료의가 필요하다고 판단한 경우 조정 가능) ※ 대상 약제 · human immunoglobulin G (IVIG) 제제(패혈증 또는 급성 호흡곤란 증후군일 경우) · 항생제(세균성 감염이 동반되어 있거나 의심되는 경우) · 코르티코스테로이드 제제(대상 성분: dexamethasone, prednisolone, methylprednisolone, hydrocortisone) (중증 이상의 경우) · 저분자량 헤파린(대상 성분: bemiparin, dalteparin, enoxaparin, nadroparin, fondaparinux)(코로나 바이러스감염증-19로 인해 입원한 환자에 투여한 경우) · 신항응고제(대상 성분: apixaban, edoxaban,rivaroxaban, dabigatran)(코로나바이러스감염증 -19로 인해 입원한 환자 중 저분자량 헤파린을 투여 할 수 없는 경우) · baricitinib 제제 및 tocilizumab 제제(피하주사제 제외)를 다음과 같은 기준으로 투여 시 급여 인정함. - 다 음 - 1) 대상 환자 가) 중환자실 혹은 중환자실에 해당하는 병실(예: 중증 치료 병상 등)에 입실한 지 48시간 이내인 환자 이면서 고유량산소 비캐놀라(high-flow oxygen nasal cannula, 이하 HFNC) 이상의 호흡기 치료가 필요한 경우 또는 나) 스테로이드요법과 저유량 산소요법으로 치료 받았음에도 HFNC 이상의 호흡기 치료가 필요한 상태로 급격히 악화되는 환자이면서, HFNC 이상의 호흡기 치료를 적용한지 7일이 경과되지 않은 경우 2) 용법 및 용량 · baricitinib 제제 (성인) 스테로이드 제제와 병용 투여하되, tocilizumab 제제와는 병용투여하지 않고, 신기능에 따라 다음의 용량으로 하루 1회, 최대 14일 투여를 원칙으로 함 (다만, 14일이내 퇴원 시에는 퇴원할 때까지 투여 하도록 함). - 다 음 -
| 신기능 (eGFR) | 1회 투여량 |
|---------------|------------|
| ≥ 60 mL/min/1.73m² | 4mg |
| 30 ≤ eGFR < 60 mL/min/1.73m² | 2mg |
| 15 ≤ eGFR < 30 mL/min/1.73m² | 1mg |
· tocilizumab 제제 (만 2세 이상) 스테로이드 제제와 병용 투여하되, baricitinib제제와는 병용투여하지 않고, 다음의 용량으로(1회 투여 당 최대 800mg 까지) 60분 이상 동안 정맥 투여하며, 1회 투여를 원칙으로 함. - 다 음 -
| 몸무게 기준              | 1회 투여량 |
|---------------------------|------------|
| 30kg 미만                 | 12mg/kg    |
| 30kg 이상                 | 8mg/kg     |

(고시 제2022-184호, '22.8.1.)",758,U+00B2×3;U+00B7×11;U+203B×2;U+2264×2;U+2265×1;U+AC00×10;U+AC04×3;U+AC10×8;U+AC19×2;U+AC70×1;U+AC8C×1;U+ACA9×1;U+ACBD×11;U+ACE0×8;U+ACE4×1;U+ACFC×4;U+AD00×1;U+AD70×1;U+AD8C×1;U+ADE0×1;U+AE09×4;U+AE30×10;U+AE4C×2;U+B098×10;U+B0B4×2;U+B180×1;U+B294×15;U+B2A5×4;U+B2E4×9;U+B2E8×7;U+B2F9×2;U+B300×12;U+B3C4×2;U+B3C5×3;U+B3D9×2;U+B418×8;U+B41C×1;U+B4DC×4;U+B4F1×1;U+B530×1;U+B54C×1;U+B610×5;U+B77C×2;U+B780×1;U+B798×2;U+B7C9×9;U+B7EC×7;U+B828×1;U+B85C×21;U+B85D×1;U+B8CC×7;U+B8E8×1;U+B974×5;U+B97C×6;U+B9B0×2;U+B9CC×3;U+B9E5×1;U+BA54×4;U+BA70×1;U+BA74×2;U+BAB8×1;U+BB34×1;U+BBF8×1;U+BC0F×3;U+BC14×7;U+BC18×1;U+BC1B×1;U+BC29×2;U+BC94×1;U+BC95×5;U+BCD1×8;U+BD84×6;U+BE44×1;U+C0AC×2;U+C0B0×2;U+C0C1×20;U+C0DD×1;U+C11C×2;U+C131×6;U+C138×2;U+C18C×2;U+C218×1;U+C2A4×15;U+C2DC×5;U+C2E0×3;U+C2E4×4;U+C2EC×2;U+C544×2;U+C545×1;U+C548×1;U+C54A×4;U+C558×1;U+C57D×4;U+C591×1;U+C5B4×1;U+C5C6×1;U+C5D0×7;U+C5EC×27;U+C5FC×8;U+C608×1;U+C640×5;U+C678×1;U+C694×7;U+C6A9×11;U+C6B0×10;U+C6D0×6;U+C704×1;U+C720×2;U+C73C×7;U+C740×4;U+C744×1;U+C74C×8;U+C751×1;U+C758×12;U+C774×27;U+C778×7;U+C77C×6;U+C785×3;U+C788×2;U+C790×10;U+C800×3;U+C801×1;U+C815×5;U+C81C×37;U+C870×2;U+C8FC×1;U+C900×3;U+C911×5;U+C99D×10;U+C9C0×8;U+C9C4×3;U+CD08×1;U+CD5C×2;U+CE58×5;U+CE59×2;U+CE90×1;U+CF54×9;U+D0DC×1;U+D14C×4;U+D1F4×2;U+D22C×24;U+D2F0×1;U+D30C×2;U+D310×2;U+D328×1;U+D3EC×1;U+D53C×1;U+D544×4;U+D558×13;U+D55C×9;U+D560×2;U+D568×6;U+D56D×3;U+D574×3;U+D5C8×1;U+D5E4×2;U+D608×1;U+D638×5;U+D639×1;U+D654×1;U+D655×1;U+D658×8;U+D68C×5;U+D6C4×1;U+D761×4;U+D788×1
Sheet1,21,구분,"[일반원칙] 병용금기 성분, 특정연령대 금기 성분 및 임부금기 성분",26,U+AE08×3;U+AE30×3;U+B300×1;U+B839×1;U+BC0F×1;U+BC18×1;U+BCD1×1;U+BD80×1;U+BD84×3;U+C131×3;U+C5F0×1;U+C6A9×1;U+C6D0×1;U+C77C×1;U+C784×1;U+C815×1;U+CE59×1;U+D2B9×1
Sheet1,21,세부인정기준 및 방법,"1. 식품의약품안전처장이 고시한 병용금기 성분 및 특정 연령대 금기 성분과 임부금기 성분에 대하여는 요양급여를 인정하지 아니함 가. 이 경우 임부금기 성분은 고시 성분을 함유한 단일제와 복합제를 모두 포함함 2. 다만, 병용금기 성분, 특정연령대 금기 성분 및 임부금기 1등급 성분임에도 불구하고 부득이하게 처방·조제할 필요가 있다고 판단하여 사용하는 경우에는 예외로 할 수 있음. 이 경우 다음의 가, 나 모두에 처방·조제 사유를 의학적 근거와 함께 명시하여야 하며, 건강보험심사평가원 장이 그 사용이 적절하다고 인정하는 경우에 한함. 가. 보건복지부장관이 고시한 「요양급여비용 심사청구 소프트웨어 검사 등에 관한 기준」에 따라 설치한 ""의약품 처방·조제 지원 소프트웨어""에 의해 컴퓨터 화면에 제공 (Pop-up)된 사유기재란 나. 보건복지부장관이 고시한 「요양급여비용 청구방법, 심사 청구서·명세서 서식 및 작성요령」에 따른 요양급여비용 명세서 3. 2호에도 불구하고 특정연령대 금기 성분인 ""acetaminophen (encapsulated 포함)(서방형 제제에 한함)""등 서방형 제제, 장용성제제 등은 그 제제의 특성상 분할하거나분말 형태로 처방·조제하여서는 안 됨 4. 임부금기 2등급에 해당하는 성분을 처방·조제할 때는 부득이하게 사용할 필요가 있다고 의학적 타당성을 판단한 경우에 한하여야 하며, 투약 이전에 반드시 환자에게 적절한 안내조치를 하여야 함 5. 급여기준 적용일 : 식품의약품안전처장이 고시한 다음날부터 적용한다. (고시 제2017-109호, '17.7.1.)",524,U+00B7×6;U+300C×2;U+300D×2;U+AC00×6;U+AC15×1;U+AC70×2;U+AC74×3;U+AC80×1;U+AC8C×3;U+ACBD×5;U+ACE0×11;U+ACF5×1;U+ACFC×1;U+AD00×3;U+AD6C×5;U+ADF8×2;U+ADFC×1;U+AE08×9;U+AE09×7;U+AE30×12;U+AED8×1;U+B098×3;U+B0A0×1;U+B0B4×1;U+B294×7;U+B2C8×1;U+B2E4×7;U+B2E8×3;U+B2F9×2;U+B300×4;U+B3C4×2;U+B41C×1;U+B428×1;U+B450×2;U+B4DC×1;U+B4DD×2;U+B4F1×5;U+B530×2;U+B54C×1;U+B77C×1;U+B780×1;U+B839×4;U+B85C×2;U+B978×1;U+B97C×4;U+B9CC×1;U+B9D0×1;U+BA70×2;U+BA74×1;U+BA85×3;U+BAA8×2;U+BC0F×3;U+BC18×1;U+BC29×8;U+BC95×1;U+BCD1×2;U+BCF4×3;U+BCF5×3;U+BD80×9;U+BD84×12;U+BD88×2;U+BE44×3;U+C0AC×9;U+C0C1×1;U+C11C×7;U+C124×1;U+C131×14;U+C138×2;U+C18C×2;U+C218×1;U+C2DC×8;U+C2DD×3;U+C2EC×3;U+C544×1;U+C548×4;U+C57C×3;U+C57D×4;U+C591×4;U+C5B4×2;U+C5D0×16;U+C5EC×11;U+C5F0×3;U+C608×1;U+C640×2;U+C678×1;U+C694×7;U+C6A9×11;U+C6B0×5;U+C6D0×2;U+C6E8×2;U+C720×3;U+C740×2;U+C744×3;U+C74C×3;U+C758×8;U+C774×11;U+C778×3;U+C77C×2;U+C784×5;U+C788×3;U+C790×1;U+C791×1;U+C7A5×6;U+C7AC×1;U+C801×6;U+C804×3;U+C808×2;U+C815×5;U+C81C×17;U+C870×6;U+C900×2;U+C9C0×4;U+CC98×7;U+CCAD×3;U+CE58×2;U+CEF4×1;U+D0C0×1;U+D0DC×1;U+D130×2;U+D22C×1;U+D2B8×2;U+D2B9×4;U+D310×2;U+D3C9×1;U+D3EC×2;U+D488×5;U+D4E8×1;U+D504×2;U+D544×2;U+D558×18;U+D559×2;U+D55C×13;U+D560×5;U+D568×9;U+D569×1;U+D574×2;U+D5D8×1;U+D615×3;U+D638×2;U+D654×1;U+D658×1
Sheet1,22,구분,[일반원칙] 보조생식술에 사용되는 호르몬 약제,19,U+B294×1;U+B418×1;U+B974×1;U+BAAC×1;U+BC18×1;U+BCF4×1;U+C0AC×1;U+C0DD×1;U+C220×1;U+C2DD×1;U+C57D×1;U+C5D0×1;U+C6A9×1;U+C6D0×1;U+C77C×1;U+C81C×1;U+C870×1;U+CE59×1;U+D638×1
Sheet1,22,세부인정기준 및 방법,"1. 각 약제의 허가사항 및 급여기준 범위 내에서 투여 시 요양급여를 인정함. 2. 허가사항 범위를 초과하여 보조생식술에 아래와 같은 기준으로 투여 시 「보조생식술 급여기준」 범위 내에서 요양 급여를 인정하며, 비급여로 실시한 경우에는 약값 전액을 환자가 부담토록 함. - 아 래 - 가. Prednisolone 경구제, Dexamethasone 경구제 ○ 투여 대상 1) 반복 유산과 관련된 자가면역 질환이 있는 환자 2) 원인불명으로 3회 이상 반복하여 착상 실패를 경험한 환자 나. Estradiol valerate 경구제, Estradiol hemihydrate 경구제, Medroxyprogesterone acetate 경구제 3. 허가사항 범위를 초과하여 보조생식술에 아래와 같은 기준으로 투여 시 약값 전액을 환자가 부담토록 함. - 아 래 - 가. Micronized progesterone 경구제의 경구 투여. 1) 체외수정 시 Progesterone의 보충요법 2) Progesterone 결핍으로 인한 불임 여성의 난모 세포 공여프로그램3) 반복적인 유산(3회 이상)의 과거력이 있는 환자 나. 성장호르몬제(Growth hormone, Somatropin) ○ 체외수정을 시행하는 여성 중 다음 2가지 이상을 만족하는 경우 1) 만 40세 초과 연령 2) 난소 예비능이 좋지 않은 과거력 3) 난소 기능검사 결과 기능저하 ※ 대상 약제: Estradiol valerate 경구제, Estradiol hemihydrate 경구제, Medroxyprogesterone acetate 경구제, Prednisolone 경구제, Dexamethasone 경구제, Micronized progesterone 경구제, Somatropin 서방형 주사제, Somatropin 주사제 (고시 제2023-184호, '23.10.1.)",375,U+203B×1;U+25CB×2;U+300C×1;U+300D×1;U+AC00×9;U+AC01×1;U+AC12×2;U+AC19×2;U+AC70×2;U+AC80×1;U+ACB0×2;U+ACBD×16;U+ACE0×1;U+ACF5×1;U+ACFC×7;U+AD00×1;U+AD6C×13;U+ADF8×1;U+AE09×5;U+AE30×6;U+B098×2;U+B09C×3;U+B0B4×2;U+B294×5;U+B2A5×3;U+B2E4×1;U+B2F4×2;U+B300×2;U+B41C×1;U+B798×4;U+B7A8×1;U+B825×2;U+B828×1;U+B839×1;U+B85C×6;U+B85D×2;U+B974×1;U+B97C×5;U+B9CC×2;U+BA70×1;U+BA74×1;U+BA85×1;U+BAA8×1;U+BAAC×1;U+BC0F×1;U+BC18×3;U+BC29×1;U+BC94×4;U+BC95×1;U+BCF4×4;U+BCF5×3;U+BD80×2;U+BD88×2;U+BE44×2;U+C0AC×6;U+C0B0×2;U+C0C1×6;U+C0DD×3;U+C11C×3;U+C131×3;U+C138×2;U+C18C×2;U+C218×2;U+C220×3;U+C2DC×7;U+C2DD×3;U+C2E4×2;U+C544×4;U+C54A×1;U+C561×2;U+C57D×4;U+C591×2;U+C5D0×5;U+C5EC×16;U+C5ED×1;U+C5F0×1;U+C608×1;U+C640×2;U+C678×2;U+C694×3;U+C6B0×2;U+C6D0×1;U+C704×4;U+C720×2;U+C73C×4;U+C740×3;U+C744×4;U+C74C×1;U+C758×5;U+C774×6;U+C778×5;U+C784×1;U+C788×2;U+C790×6;U+C7A5×1;U+C800×1;U+C801×1;U+C804×2;U+C815×4;U+C81C×18;U+C870×3;U+C871×1;U+C88B×1;U+C8FC×2;U+C900×4;U+C911×1;U+C9C0×2;U+C9C8×1;U+CC29×1;U+CCB4×2;U+CD08×3;U+CDA9×1;U+D1A0×2;U+D22C×5;U+D328×1;U+D3EC×1;U+D504×1;U+D54D×1;U+D558×7;U+D55C×3;U+D568×3;U+D56D×3;U+D589×1;U+D5C8×3;U+D5D8×1;U+D615×1;U+D638×2;U+D658×6;U+D68C×2
Sheet1,23,구분,"[일반원칙] 비결핵항산균 (NTM, Non-Tuberculous Mycobacteria) 치료제",13,U+ACB0×1;U+ADE0×1;U+B8CC×1;U+BC18×1;U+BE44×1;U+C0B0×1;U+C6D0×1;U+C77C×1;U+C81C×1;U+CE58×1;U+CE59×1;U+D56D×1;U+D575×1
Sheet1,23,세부인정기준 및 방법,"비결핵항산균 (NTM, Non-Tuberculous Mycobacteria) 질환 (폐질환, 림프절염, 파종성질환, 피부·연조직·골감염증 등)에 아래와 같은 기준으로 투여 시 요양급여를 인정함. - 아 래 - 가. 원인균이 미코박테륨아비움복합체 [Mycobacterium avium complex; MAC-M. avium, M. intracellulare 등]인 경우 1) Macrolide계(Clarithromycin, Azithromycin), Rifampicin, Ethambutol을 병용투여하며, 가) 환자상태를 고려하여 Streptomycin sulfate 또는 Amikacin sulfate를 추가할 수 있음. 나) Rifampicin을 투여할 수 없거나 임상적으로 악 화된 경우 등에는 Rifabutin으로 변경할 수 있음. 2) Macrolide계(Clarithromycin, Azithromycin)에 내성이 있거나 Macrolide계(Clarithromycin, Azithromycin) 또는 Ethambutol을 투여할 수 없는 경우, 임상적으로 악화된 경우 등에는 Fluoroquinolone계 또 는 Linezolid*로 변경하거나 추가할 수 있음. 나. 원인균이 신속성장형 비결핵항산균(RGM, Rapid Growing Mycobacteria-M.abscessus, M.chelonae, M.fortuitum 등)인 경우 1) Cefoxitin sodium 또는 Imipenem monohydrate 중 1종과 Amikacin sulfate를 병용투여함. - 단, Mabscessus로 인한 폐질환인 경우 Tigecycline※ 을 6개월 이내로 투여할 수 있음. 2) Macrolide계(Clarithromycin, Azithromycin), Fluoroquinolone계, Doxycycline, Trimethoprim /Sulfamethoxazole, Linezolid※로 변경하거나 추가할 수 있음. 다. 원인균이 Mycobacterium kansasii인 경우 1) Isoniazid 또는 Macrolide계 (Clarithromycin, Azithromycin) 중 1종, Rifampicin, Ethambutol을 병용투여함. - Rifampicin을 투여할 수 없거나 임상적으로 악화된 경우 등에는 Rifabutin으로 변경할 수 있음. 2) Rifampicin 또는 Rifabutin에 내성이 있거나 투여 할 수 없는 경우, 임상적으로 악화된 경우 등에는 Fluoroquinolone계, Streptomycin sulfate, Amikacin sulfate, Trimethoprim/Sulfamethoxazole, Linezolid*로 변경하거나 추가할 수 있음. 라. 원인균이 상기 가, 나, 다 이외의 비결핵항산균 (NTM)인 경우에는 관련문헌 등을 참조하여 사례별로 인정함. ※ 관련 전문가(호흡기내과, 결핵과, 감염내과, 소아청소년과 전문의)에 의하여 투여하며, Linezolid는 경구제 투여를 원칙으로 함.마. CD4 수가 50cells/mm2이하인 HIV 환자의 미코박테륨 아비움복합체(MAC; Mycobacterium Avium Complex) 감염예방에 Clarithromycin 경구제 또는 Azithromycin 경구제를 CD4 수가 100cells/mm22 이상으로 3개월 정 도 유지될 때까지 투여 시 (고시 제2019-38호, '19.3.1.)",485,U+00B7×2;U+203B×3;U+AC00×10;U+AC10×3;U+AC19×1;U+AC1C×2;U+AC70×7;U+ACB0×4;U+ACBD×19;U+ACC4×8;U+ACE0×2;U+ACE8×1;U+ACFC×5;U+AD00×2;U+AD6C×3;U+ADE0×7;U+AE09×1;U+AE30×3;U+AE4C×1;U+B098×10;U+B0B4×5;U+B144×1;U+B294×15;U+B2E4×2;U+B2E8×1;U+B3C4×1;U+B41C×4;U+B420×1;U+B4F1×8;U+B54C×1;U+B610×7;U+B77C×1;U+B798×2;U+B824×1;U+B828×2;U+B840×1;U+B85C×15;U+B968×2;U+B97C×6;U+B9BC×1;U+B9C8×1;U+BA70×2;U+BB38×3;U+BBF8×2;U+BC15×2;U+BC29×1;U+BCC0×5;U+BCC4×1;U+BCD1×3;U+BCF5×2;U+BD80×1;U+BE44×5;U+C0AC×1;U+C0B0×3;U+C0C1×7;U+C131×4;U+C18C×2;U+C18D×1;U+C218×13;U+C2DC×3;U+C2E0×1;U+C544×5;U+C545×4;U+C591×1;U+C5C6×4;U+C5D0×10;U+C5EC×16;U+C5F0×1;U+C5FC×4;U+C608×1;U+C640×1;U+C678×1;U+C694×1;U+C6A9×3;U+C6B0×11;U+C6C0×2;U+C6D0×5;U+C6D4×2;U+C720×1;U+C73C×9;U+C740×1;U+C744×7;U+C74C×7;U+C758×4;U+C774×10;U+C778×13;U+C784×4;U+C788×9;U+C790×2;U+C7A5×1;U+C801×4;U+C804×2;U+C808×1;U+C815×3;U+C81C×4;U+C870×2;U+C885×3;U+C900×1;U+C911×2;U+C99D×1;U+C9C0×2;U+C9C1×1;U+C9C8×4;U+CC38×1;U+CCAD×1;U+CCB4×2;U+CD94×4;U+CE59×1;U+CF54×2;U+D0DC×1;U+D14C×2;U+D22C×12;U+D30C×1;U+D3D0×2;U+D504×1;U+D53C×1;U+D558×9;U+D55C×1;U+D560×11;U+D568×5;U+D569×2;U+D56D×3;U+D575×4;U+D5CC×1;U+D615×1;U+D638×2;U+D654×4;U+D658×6;U+D761×1
Sheet1,24,구분,[일반원칙] 비용효과적인 함량 의약품 사용,17,U+ACFC×1;U+B7C9×1;U+BC18×1;U+BE44×1;U+C0AC×1;U+C57D×1;U+C6A9×2;U+C6D0×1;U+C758×1;U+C778×1;U+C77C×1;U+C801×1;U+CE59×1;U+D488×1;U+D568×1;U+D6A8×1
